schema,input_bit,plaintext_rank,cipher_hamming_fraction,tweak_hamming_fraction
telecom,0,1929,0.42857142857142855,0.42857142857142855
telecom,8,2019,0.35714285714285715,0.35714285714285715
telecom,9,813,0.2857142857142857,0.5
telecom,11,961,0.42857142857142855,0.42857142857142855
telecom,6,3216,0.42857142857142855,0.35714285714285715
telecom,9,647,0.5,0.35714285714285715
telecom,0,3857,0.35714285714285715,0.5
telecom,1,4564,0.6428571428571429,0.35714285714285715
telecom,8,4395,0.42857142857142855,0.5714285714285714
telecom,4,1037,0.35714285714285715,0.5
telecom,4,1611,0.5714285714285714,0.42857142857142855
telecom,3,1336,0.5714285714285714,0.7142857142857143
telecom,6,4290,0.5714285714285714,0.5
telecom,11,2667,0.6428571428571429,0.6428571428571429
telecom,4,3400,0.5714285714285714,0.6428571428571429
telecom,5,1178,0.42857142857142855,0.6428571428571429
telecom,9,4491,0.5,0.5
telecom,5,2636,0.5,0.42857142857142855
telecom,7,3863,0.2857142857142857,0.35714285714285715
telecom,10,5428,0.42857142857142855,0.42857142857142855
telecom,4,2328,0.5714285714285714,0.42857142857142855
telecom,11,1419,0.7142857142857143,0.42857142857142855
telecom,2,1453,0.5,0.5714285714285714
telecom,0,3297,0.2857142857142857,0.6428571428571429
telecom,0,1270,0.42857142857142855,0.42857142857142855
telecom,12,991,0.42857142857142855,0.2857142857142857
telecom,10,90,0.7142857142857143,0.5714285714285714
telecom,6,3912,0.2857142857142857,0.35714285714285715
telecom,1,3164,0.2857142857142857,0.35714285714285715
telecom,9,3272,0.35714285714285715,0.5
telecom,5,951,0.5,0.5714285714285714
telecom,2,4204,0.42857142857142855,0.42857142857142855
telecom,9,3475,0.5,0.6428571428571429
telecom,0,5095,0.42857142857142855,0.5
telecom,9,2868,0.5,0.2857142857142857
telecom,7,3295,0.7142857142857143,0.5714285714285714
telecom,12,5128,0.6428571428571429,0.5
telecom,10,3548,0.35714285714285715,0.5714285714285714
telecom,7,3923,0.42857142857142855,0.42857142857142855
telecom,2,728,0.5,0.21428571428571427
telecom,9,2186,0.07142857142857142,0.5714285714285714
telecom,9,3177,0.35714285714285715,0.35714285714285715
telecom,9,4644,0.6428571428571429,0.5714285714285714
telecom,4,4288,0.6428571428571429,0.5714285714285714
telecom,11,1373,0.35714285714285715,0.42857142857142855
telecom,6,2180,0.21428571428571427,0.42857142857142855
telecom,8,4183,0.5,0.35714285714285715
telecom,1,984,0.42857142857142855,0.5714285714285714
telecom,11,448,0.5,0.5
telecom,12,467,0.2857142857142857,0.21428571428571427
telecom,4,600,0.5,0.5
telecom,9,3517,0.2857142857142857,0.42857142857142855
telecom,7,1255,0.5,0.5
telecom,2,40,0.5,0.5
telecom,8,582,0.35714285714285715,0.6428571428571429
telecom,7,598,0.42857142857142855,0.6428571428571429
telecom,6,2447,0.5714285714285714,0.42857142857142855
telecom,6,2936,0.6428571428571429,0.2857142857142857
telecom,4,542,0.6428571428571429,0.42857142857142855
telecom,11,565,0.35714285714285715,0.35714285714285715
telecom,3,3380,0.5714285714285714,0.35714285714285715
telecom,8,2052,0.5714285714285714,0.7142857142857143
telecom,9,1393,0.5,0.5714285714285714
telecom,3,3113,0.42857142857142855,0.5
telecom,0,3445,0.42857142857142855,0.35714285714285715
telecom,2,5202,0.2857142857142857,0.5
telecom,6,4261,0.35714285714285715,0.7142857142857143
telecom,4,4203,0.35714285714285715,0.5714285714285714
telecom,1,5449,0.6428571428571429,0.5
telecom,5,1202,0.5,0.5
telecom,6,3241,0.5714285714285714,0.6428571428571429
telecom,2,409,0.5714285714285714,0.2857142857142857
telecom,6,5242,0.5714285714285714,0.42857142857142855
telecom,6,499,0.5,0.2857142857142857
telecom,2,3339,0.42857142857142855,0.14285714285714285
telecom,11,853,0.42857142857142855,0.7142857142857143
telecom,0,4478,0.5714285714285714,0.35714285714285715
telecom,4,3084,0.5714285714285714,0.7142857142857143
telecom,8,4499,0.5714285714285714,0.5
telecom,8,3306,0.5,0.2857142857142857
telecom,11,1386,0.35714285714285715,0.21428571428571427
telecom,0,900,0.6428571428571429,0.42857142857142855
telecom,6,3081,0.5714285714285714,0.35714285714285715
telecom,3,5519,0.5714285714285714,0.5714285714285714
telecom,3,3836,0.5714285714285714,0.42857142857142855
telecom,2,3493,0.35714285714285715,0.5
telecom,8,4078,0.42857142857142855,0.35714285714285715
telecom,4,3716,0.5,0.5714285714285714
telecom,1,1777,0.35714285714285715,0.42857142857142855
telecom,6,5502,0.5,0.5714285714285714
telecom,2,2031,0.35714285714285715,0.5714285714285714
telecom,12,4693,0.35714285714285715,0.5
telecom,10,3810,0.5,0.42857142857142855
telecom,9,800,0.35714285714285715,0.35714285714285715
telecom,4,5547,0.5,0.5714285714285714
telecom,3,4076,0.5,0.35714285714285715
telecom,9,735,0.6428571428571429,0.5
telecom,8,5089,0.5,0.2857142857142857
telecom,7,3845,0.7142857142857143,0.5714285714285714
telecom,10,1150,0.7142857142857143,0.5
telecom,5,3947,0.42857142857142855,0.5
telecom,9,1876,0.5714285714285714,0.6428571428571429
telecom,0,1809,0.7142857142857143,0.35714285714285715
telecom,8,2170,0.5714285714285714,0.35714285714285715
telecom,5,1659,0.5,0.5714285714285714
telecom,0,5115,0.5714285714285714,0.5
telecom,7,806,0.2857142857142857,0.7142857142857143
telecom,1,1469,0.7857142857142857,0.42857142857142855
telecom,5,3839,0.42857142857142855,0.5714285714285714
telecom,9,702,0.5,0.35714285714285715
telecom,5,3997,0.35714285714285715,0.42857142857142855
telecom,8,3272,0.5714285714285714,0.5
telecom,6,4950,0.42857142857142855,0.5714285714285714
telecom,5,3931,0.42857142857142855,0.42857142857142855
telecom,11,1342,0.5714285714285714,0.7142857142857143
telecom,1,3731,0.35714285714285715,0.5
telecom,4,2432,0.35714285714285715,0.42857142857142855
telecom,9,964,0.2857142857142857,0.2857142857142857
telecom,12,5310,0.2857142857142857,0.6428571428571429
telecom,4,4741,0.42857142857142855,0.5714285714285714
telecom,12,1444,0.2857142857142857,0.5714285714285714
telecom,12,4983,0.2857142857142857,0.7142857142857143
telecom,12,5203,0.35714285714285715,0.5
telecom,11,3469,0.2857142857142857,0.2857142857142857
telecom,4,3323,0.5714285714285714,0.35714285714285715
telecom,4,4535,0.6428571428571429,0.35714285714285715
telecom,0,3369,0.42857142857142855,0.21428571428571427
telecom,7,4534,0.7142857142857143,0.42857142857142855
telecom,8,5020,0.5714285714285714,0.21428571428571427
telecom,11,3735,0.5714285714285714,0.42857142857142855
telecom,12,4298,0.5,0.35714285714285715
telecom,12,72,0.5,0.35714285714285715
telecom,0,873,0.35714285714285715,0.2857142857142857
telecom,9,1388,0.14285714285714285,0.5
telecom,1,1898,0.42857142857142855,0.7142857142857143
telecom,10,3946,0.6428571428571429,0.5
telecom,4,3749,0.5,0.42857142857142855
telecom,1,3389,0.35714285714285715,0.2857142857142857
telecom,10,1232,0.5,0.7142857142857143
telecom,5,740,0.21428571428571427,0.42857142857142855
telecom,5,2194,0.42857142857142855,0.35714285714285715
telecom,5,3735,0.35714285714285715,0.42857142857142855
telecom,9,3537,0.42857142857142855,0.7142857142857143
telecom,0,2538,0.35714285714285715,0.2857142857142857
telecom,4,3244,0.2857142857142857,0.2857142857142857
telecom,3,1029,0.5714285714285714,0.6428571428571429
telecom,9,250,0.21428571428571427,0.35714285714285715
telecom,3,1963,0.2857142857142857,0.5714285714285714
telecom,10,616,0.42857142857142855,0.5714285714285714
telecom,1,5114,0.6428571428571429,0.6428571428571429
telecom,0,1376,0.5,0.42857142857142855
telecom,4,4697,0.5714285714285714,0.5714285714285714
telecom,10,2932,0.42857142857142855,0.42857142857142855
telecom,6,1759,0.42857142857142855,0.2857142857142857
telecom,2,1477,0.35714285714285715,0.35714285714285715
telecom,12,342,0.42857142857142855,0.2857142857142857
telecom,9,1674,0.35714285714285715,0.5714285714285714
telecom,1,4679,0.42857142857142855,0.6428571428571429
telecom,6,1599,0.35714285714285715,0.5
telecom,11,2494,0.21428571428571427,0.5714285714285714
telecom,10,5249,0.42857142857142855,0.6428571428571429
telecom,7,5308,0.2857142857142857,0.42857142857142855
telecom,0,2415,0.42857142857142855,0.5
telecom,3,2135,0.5,0.35714285714285715
telecom,3,4458,0.5714285714285714,0.5714285714285714
telecom,1,2404,0.42857142857142855,0.42857142857142855
telecom,10,482,0.5,0.5714285714285714
telecom,2,3159,0.5,0.5714285714285714
telecom,3,371,0.6428571428571429,0.42857142857142855
telecom,7,1494,0.6428571428571429,0.42857142857142855
telecom,10,5560,0.42857142857142855,0.7142857142857143
telecom,4,1430,0.42857142857142855,0.42857142857142855
telecom,3,4021,0.42857142857142855,0.35714285714285715
telecom,9,421,0.2857142857142857,0.5
telecom,3,500,0.42857142857142855,0.7142857142857143
telecom,9,5109,0.42857142857142855,0.6428571428571429
telecom,10,2108,0.42857142857142855,0.5714285714285714
telecom,4,2988,0.35714285714285715,0.2857142857142857
telecom,5,686,0.35714285714285715,0.42857142857142855
telecom,10,1241,0.2857142857142857,0.35714285714285715
telecom,9,4608,0.42857142857142855,0.6428571428571429
telecom,4,2209,0.5,0.5
telecom,5,4450,0.21428571428571427,0.5
telecom,2,2512,0.5,0.35714285714285715
telecom,12,5187,0.5714285714285714,0.42857142857142855
telecom,5,3433,0.42857142857142855,0.21428571428571427
telecom,1,4155,0.5,0.5
telecom,4,5045,0.5,0.8571428571428571
telecom,2,366,0.35714285714285715,0.42857142857142855
telecom,3,2557,0.6428571428571429,0.42857142857142855
telecom,0,2314,0.6428571428571429,0.5
telecom,5,1445,0.2857142857142857,0.5714285714285714
telecom,10,1650,0.5714285714285714,0.7142857142857143
telecom,4,974,0.5,0.2857142857142857
telecom,4,3139,0.35714285714285715,0.5714285714285714
telecom,1,4371,0.5714285714285714,0.35714285714285715
telecom,4,3256,0.35714285714285715,0.35714285714285715
telecom,11,1244,0.5,0.35714285714285715
telecom,3,4747,0.5,0.42857142857142855
telecom,9,1163,0.42857142857142855,0.5
telecom,11,3912,0.21428571428571427,0.35714285714285715
telecom,2,880,0.5714285714285714,0.5
telecom,1,1446,0.35714285714285715,0.5714285714285714
telecom,10,187,0.42857142857142855,0.42857142857142855
telecom,0,333,0.6428571428571429,0.6428571428571429
telecom,1,4069,0.21428571428571427,0.5
telecom,11,439,0.35714285714285715,0.5714285714285714
telecom,2,5156,0.5,0.2857142857142857
telecom,9,3739,0.5714285714285714,0.42857142857142855
telecom,6,3917,0.35714285714285715,0.42857142857142855
telecom,0,4023,0.5714285714285714,0.42857142857142855
telecom,9,3762,0.35714285714285715,0.35714285714285715
telecom,2,418,0.5,0.35714285714285715
telecom,11,3006,0.5714285714285714,0.21428571428571427
telecom,3,4364,0.42857142857142855,0.5714285714285714
telecom,8,4668,0.5714285714285714,0.5714285714285714
telecom,3,780,0.5,0.6428571428571429
telecom,2,5381,0.5,0.5
telecom,0,5174,0.42857142857142855,0.35714285714285715
telecom,8,2587,0.21428571428571427,0.5714285714285714
telecom,9,1433,0.42857142857142855,0.2857142857142857
telecom,5,1047,0.5714285714285714,0.5
telecom,9,2248,0.5714285714285714,0.35714285714285715
telecom,9,4928,0.21428571428571427,0.5714285714285714
telecom,4,237,0.5,0.5714285714285714
telecom,3,4634,0.7142857142857143,0.5
telecom,9,1417,0.42857142857142855,0.42857142857142855
telecom,3,5244,0.5,0.35714285714285715
telecom,5,3073,0.35714285714285715,0.5
telecom,7,1451,0.42857142857142855,0.7857142857142857
telecom,6,853,0.7142857142857143,0.7142857142857143
telecom,7,3694,0.35714285714285715,0.35714285714285715
telecom,1,3178,0.42857142857142855,0.2857142857142857
telecom,11,3121,0.5714285714285714,0.42857142857142855
telecom,8,4736,0.6428571428571429,0.35714285714285715
telecom,3,3491,0.2857142857142857,0.5714285714285714
telecom,1,3211,0.2857142857142857,0.7142857142857143
telecom,3,4041,0.42857142857142855,0.42857142857142855
telecom,8,3166,0.35714285714285715,0.42857142857142855
telecom,3,2916,0.21428571428571427,0.42857142857142855
telecom,2,2835,0.2857142857142857,0.5714285714285714
telecom,11,3743,0.42857142857142855,0.5
telecom,3,1906,0.21428571428571427,0.5
telecom,11,1232,0.6428571428571429,0.7142857142857143
telecom,12,5561,0.6428571428571429,0.5714285714285714
telecom,11,1000,0.2857142857142857,0.7142857142857143
telecom,5,3855,0.5714285714285714,0.5714285714285714
telecom,2,1401,0.42857142857142855,0.7142857142857143
telecom,12,4484,0.42857142857142855,0.21428571428571427
telecom,9,289,0.5,0.35714285714285715
telecom,0,762,0.42857142857142855,0.5
telecom,0,3855,0.5,0.5714285714285714
telecom,4,1898,0.42857142857142855,0.7142857142857143
telecom,10,111,0.6428571428571429,0.14285714285714285
telecom,12,1256,0.5,0.21428571428571427
telecom,8,4691,0.14285714285714285,0.42857142857142855
telecom,11,2649,0.42857142857142855,0.5
telecom,12,140,0.7142857142857143,0.42857142857142855
telecom,7,2216,0.7142857142857143,0.42857142857142855
telecom,1,4974,0.35714285714285715,0.7142857142857143
telecom,5,4246,0.35714285714285715,0.35714285714285715
telecom,2,425,0.35714285714285715,0.35714285714285715
telecom,11,44,0.35714285714285715,0.5714285714285714
telecom,7,229,0.21428571428571427,0.42857142857142855
telecom,1,3041,0.35714285714285715,0.35714285714285715
telecom,9,5097,0.5,0.42857142857142855
telecom,6,1144,0.42857142857142855,0.2857142857142857
telecom,9,98,0.14285714285714285,0.2857142857142857
telecom,7,1522,0.5714285714285714,0.35714285714285715
telecom,6,1714,0.6428571428571429,0.6428571428571429
telecom,5,953,0.5,0.42857142857142855
telecom,2,3881,0.5,0.2857142857142857
telecom,2,3124,0.2857142857142857,0.42857142857142855
telecom,5,2032,0.35714285714285715,0.5
telecom,8,911,0.42857142857142855,0.42857142857142855
telecom,0,4614,0.42857142857142855,0.42857142857142855
telecom,3,983,0.42857142857142855,0.42857142857142855
telecom,8,4583,0.5714285714285714,0.5714285714285714
telecom,3,1570,0.21428571428571427,0.35714285714285715
telecom,2,1815,0.35714285714285715,0.5
telecom,1,4839,0.42857142857142855,0.21428571428571427
telecom,5,1877,0.42857142857142855,0.42857142857142855
telecom,1,1952,0.6428571428571429,0.21428571428571427
telecom,6,4745,0.35714285714285715,0.7142857142857143
telecom,0,161,0.6428571428571429,0.42857142857142855
telecom,8,1257,0.2857142857142857,0.7142857142857143
telecom,5,2361,0.21428571428571427,0.2857142857142857
telecom,11,3626,0.5,0.5
telecom,2,3562,0.6428571428571429,0.07142857142857142
telecom,0,3277,0.5,0.35714285714285715
telecom,3,2023,0.35714285714285715,0.21428571428571427
telecom,9,2222,0.42857142857142855,0.6428571428571429
telecom,11,3781,0.5714285714285714,0.5714285714285714
telecom,8,302,0.5714285714285714,0.6428571428571429
telecom,1,2872,0.21428571428571427,0.35714285714285715
telecom,7,2387,0.2857142857142857,0.7142857142857143
telecom,2,3690,0.5,0.5714285714285714
telecom,5,370,0.5,0.42857142857142855
telecom,5,2495,0.7142857142857143,0.6428571428571429
telecom,1,850,0.5,0.5714285714285714
telecom,7,1190,0.42857142857142855,0.42857142857142855
telecom,7,2643,0.42857142857142855,0.35714285714285715
telecom,6,1219,0.2857142857142857,0.5
telecom,4,1330,0.6428571428571429,0.5714285714285714
telecom,7,2555,0.35714285714285715,0.35714285714285715
telecom,7,3883,0.35714285714285715,0.5714285714285714
telecom,0,5337,0.35714285714285715,0.35714285714285715
telecom,8,4758,0.5714285714285714,0.42857142857142855
telecom,2,1061,0.5,0.35714285714285715
telecom,6,286,0.5,0.5714285714285714
telecom,1,3236,0.5714285714285714,0.35714285714285715
telecom,6,5116,0.5714285714285714,0.7142857142857143
telecom,1,3315,0.21428571428571427,0.2857142857142857
telecom,9,158,0.5,0.6428571428571429
telecom,9,2373,0.35714285714285715,0.7142857142857143
telecom,10,603,0.5714285714285714,0.5
telecom,9,3522,0.5,0.5714285714285714
telecom,8,5378,0.5,0.42857142857142855
telecom,9,4787,0.42857142857142855,0.5
telecom,10,3549,0.6428571428571429,0.35714285714285715
telecom,0,3163,0.42857142857142855,0.5
telecom,9,2540,0.35714285714285715,0.5714285714285714
telecom,3,5550,0.35714285714285715,0.35714285714285715
telecom,9,2143,0.5714285714285714,0.5714285714285714
telecom,2,396,0.5,0.35714285714285715
telecom,8,1717,0.6428571428571429,0.14285714285714285
telecom,9,3465,0.35714285714285715,0.42857142857142855
telecom,7,2142,0.5714285714285714,0.35714285714285715
telecom,11,2233,0.42857142857142855,0.5714285714285714
telecom,2,2951,0.5714285714285714,0.5714285714285714
telecom,4,1690,0.21428571428571427,0.5
telecom,9,1238,0.35714285714285715,0.42857142857142855
telecom,9,4437,0.42857142857142855,0.5
telecom,7,3951,0.35714285714285715,0.35714285714285715
telecom,3,1972,0.5714285714285714,0.5714285714285714
telecom,0,2374,0.5,0.42857142857142855
telecom,5,5310,0.21428571428571427,0.6428571428571429
telecom,8,1175,0.6428571428571429,0.5
telecom,10,3528,0.42857142857142855,0.42857142857142855
telecom,11,2788,0.5714285714285714,0.5
telecom,2,1328,0.42857142857142855,0.5
telecom,11,1679,0.5,0.21428571428571427
telecom,1,4126,0.5714285714285714,0.6428571428571429
telecom,10,4484,0.42857142857142855,0.21428571428571427
telecom,7,2007,0.35714285714285715,0.42857142857142855
telecom,4,5046,0.5,0.7142857142857143
telecom,11,287,0.5,0.21428571428571427
telecom,2,5122,0.5,0.35714285714285715
telecom,10,3409,0.42857142857142855,0.5714285714285714
telecom,2,298,0.42857142857142855,0.5714285714285714
telecom,3,3501,0.42857142857142855,0.5
telecom,0,2747,0.5,0.6428571428571429
telecom,7,1143,0.5,0.7142857142857143
telecom,6,5355,0.42857142857142855,0.35714285714285715
telecom,1,4247,0.5,0.42857142857142855
telecom,7,1398,0.2857142857142857,0.5714285714285714
telecom,2,932,0.5,0.5
telecom,7,2501,0.21428571428571427,0.6428571428571429
telecom,0,2357,0.42857142857142855,0.35714285714285715
telecom,11,2168,0.5714285714285714,0.5
telecom,0,3608,0.5,0.5
telecom,0,2447,0.35714285714285715,0.42857142857142855
telecom,0,4999,0.7142857142857143,0.5
telecom,2,4321,0.5,0.42857142857142855
telecom,3,465,0.42857142857142855,0.35714285714285715
telecom,4,1778,0.21428571428571427,0.6428571428571429
telecom,12,4218,0.6428571428571429,0.5714285714285714
telecom,9,1198,0.5,0.5714285714285714
telecom,4,3837,0.7142857142857143,0.42857142857142855
telecom,6,2976,0.5,0.42857142857142855
telecom,11,974,0.5,0.2857142857142857
telecom,1,347,0.5,0.5
telecom,7,3595,0.35714285714285715,0.42857142857142855
telecom,1,4484,0.5,0.21428571428571427
telecom,3,2117,0.5714285714285714,0.2857142857142857
telecom,8,3195,0.2857142857142857,0.6428571428571429
telecom,8,4709,0.6428571428571429,0.7142857142857143
telecom,11,3689,0.2857142857142857,0.5714285714285714
telecom,0,3679,0.2857142857142857,0.35714285714285715
telecom,8,5146,0.5,0.42857142857142855
telecom,6,5318,0.5,0.5714285714285714
telecom,0,5461,0.2857142857142857,0.5
telecom,5,2769,0.5,0.35714285714285715
telecom,8,3476,0.35714285714285715,0.35714285714285715
telecom,12,939,0.5,0.35714285714285715
telecom,3,4923,0.42857142857142855,0.35714285714285715
telecom,12,5419,0.42857142857142855,0.5
telecom,6,3129,0.35714285714285715,0.35714285714285715
telecom,3,2060,0.6428571428571429,0.35714285714285715
telecom,11,3260,0.2857142857142857,0.2857142857142857
telecom,9,427,0.42857142857142855,0.6428571428571429
telecom,8,1195,0.7857142857142857,0.7142857142857143
telecom,9,1001,0.2857142857142857,0.42857142857142855
telecom,6,4713,0.42857142857142855,0.5
telecom,9,2078,0.42857142857142855,0.35714285714285715
telecom,4,3634,0.6428571428571429,0.5714285714285714
telecom,6,5049,0.7142857142857143,0.5714285714285714
telecom,0,5256,0.2857142857142857,0.2857142857142857
telecom,5,775,0.35714285714285715,0.42857142857142855
telecom,3,1129,0.5714285714285714,0.35714285714285715
telecom,9,1003,0.5,0.5
telecom,4,3934,0.42857142857142855,0.42857142857142855
telecom,3,3242,0.5,0.35714285714285715
telecom,4,2363,0.5714285714285714,0.42857142857142855
telecom,1,2129,0.35714285714285715,0.6428571428571429
telecom,4,2730,0.42857142857142855,0.5
telecom,0,5065,0.42857142857142855,0.6428571428571429
telecom,5,3057,0.42857142857142855,0.7142857142857143
telecom,9,5027,0.5,0.5
telecom,4,187,0.42857142857142855,0.42857142857142855
telecom,9,4181,0.42857142857142855,0.21428571428571427
telecom,11,3328,0.6428571428571429,0.42857142857142855
telecom,1,4829,0.5,0.5714285714285714
telecom,2,793,0.2857142857142857,0.5714285714285714
telecom,6,1449,0.5,0.35714285714285715
telecom,7,594,0.42857142857142855,0.35714285714285715
telecom,5,4638,0.35714285714285715,0.35714285714285715
telecom,6,3469,0.2857142857142857,0.2857142857142857
telecom,1,1946,0.6428571428571429,0.35714285714285715
telecom,0,285,0.35714285714285715,0.5714285714285714
telecom,1,3964,0.35714285714285715,0.2857142857142857
telecom,8,3392,0.5,0.35714285714285715
telecom,7,3444,0.35714285714285715,0.2857142857142857
telecom,8,5209,0.5,0.5
telecom,1,4898,0.42857142857142855,0.42857142857142855
telecom,7,1272,0.5,0.42857142857142855
telecom,11,2688,0.5714285714285714,0.21428571428571427
telecom,6,561,0.35714285714285715,0.6428571428571429
telecom,12,980,0.42857142857142855,0.35714285714285715
telecom,1,4587,0.35714285714285715,0.42857142857142855
telecom,3,769,0.35714285714285715,0.35714285714285715
telecom,2,2792,0.35714285714285715,0.35714285714285715
telecom,1,4559,0.5,0.5
telecom,5,4692,0.2857142857142857,0.42857142857142855
telecom,8,5233,0.5714285714285714,0.7857142857142857
telecom,7,1501,0.42857142857142855,0.6428571428571429
telecom,11,3379,0.35714285714285715,0.2857142857142857
telecom,10,1245,0.2857142857142857,0.5
telecom,1,4412,0.2857142857142857,0.6428571428571429
telecom,6,3923,0.42857142857142855,0.42857142857142855
telecom,9,2652,0.42857142857142855,0.5
telecom,6,3080,0.42857142857142855,0.5
telecom,3,3454,0.42857142857142855,0.5714285714285714
telecom,1,4221,0.42857142857142855,0.6428571428571429
telecom,8,1951,0.5714285714285714,0.2857142857142857
telecom,10,6,0.35714285714285715,0.5714285714285714
telecom,8,2889,0.14285714285714285,0.35714285714285715
telecom,11,3978,0.35714285714285715,0.5714285714285714
telecom,2,5120,0.35714285714285715,0.5
telecom,2,4397,0.21428571428571427,0.2857142857142857
telecom,11,1654,0.21428571428571427,0.5
telecom,1,5360,0.42857142857142855,0.42857142857142855
telecom,8,537,0.5714285714285714,0.6428571428571429
telecom,3,299,0.21428571428571427,0.6428571428571429
telecom,10,1484,0.2857142857142857,0.42857142857142855
telecom,5,4291,0.5,0.35714285714285715
telecom,1,4320,0.42857142857142855,0.5
telecom,8,685,0.35714285714285715,0.42857142857142855
telecom,1,4995,0.42857142857142855,0.2857142857142857
telecom,10,652,0.35714285714285715,0.2857142857142857
telecom,3,2971,0.5,0.35714285714285715
telecom,3,542,0.42857142857142855,0.42857142857142855
telecom,5,3564,0.5714285714285714,0.2857142857142857
telecom,3,1016,0.07142857142857142,0.2857142857142857
telecom,2,4560,0.5,0.5
telecom,1,1416,0.2857142857142857,0.2857142857142857
telecom,7,633,0.2857142857142857,0.35714285714285715
telecom,3,3219,0.42857142857142855,0.5
telecom,5,2404,0.7142857142857143,0.42857142857142855
telecom,3,2925,0.6428571428571429,0.42857142857142855
telecom,10,3790,0.42857142857142855,0.42857142857142855
telecom,3,322,0.6428571428571429,0.6428571428571429
telecom,0,3636,0.42857142857142855,0.5
telecom,8,4591,0.6428571428571429,0.5
telecom,0,3942,0.14285714285714285,0.5714285714285714
telecom,0,1597,0.42857142857142855,0.42857142857142855
telecom,4,3364,0.42857142857142855,0.5
telecom,11,1594,0.5714285714285714,0.2857142857142857
telecom,6,1123,0.42857142857142855,0.35714285714285715
telecom,4,1807,0.42857142857142855,0.5714285714285714
telecom,4,485,0.5,0.2857142857142857
telecom,10,4322,0.6428571428571429,0.42857142857142855
telecom,12,4521,0.5714285714285714,0.42857142857142855
telecom,0,3855,0.5,0.5714285714285714
telecom,2,4180,0.21428571428571427,0.14285714285714285
telecom,6,193,0.5,0.6428571428571429
telecom,2,1418,0.35714285714285715,0.5
telecom,2,572,0.6428571428571429,0.35714285714285715
telecom,9,4252,0.35714285714285715,0.42857142857142855
telecom,0,2463,0.2857142857142857,0.5
telecom,3,797,0.14285714285714285,0.42857142857142855
telecom,4,4815,0.5714285714285714,0.5
telecom,6,2614,0.35714285714285715,0.6428571428571429
telecom,6,1069,0.5714285714285714,0.5
telecom,2,4723,0.5714285714285714,0.5
telecom,11,2115,0.35714285714285715,0.35714285714285715
telecom,10,2558,0.14285714285714285,0.5
telecom,11,3343,0.5,0.42857142857142855
telecom,6,2591,0.2857142857142857,0.5
telecom,8,3312,0.5,0.35714285714285715
telecom,3,3667,0.42857142857142855,0.35714285714285715
telecom,6,2192,0.42857142857142855,0.6428571428571429
telecom,8,835,0.42857142857142855,0.5714285714285714
telecom,1,3462,0.6428571428571429,0.5714285714285714
telecom,4,3534,0.2857142857142857,0.5
telecom,9,175,0.6428571428571429,0.5
telecom,4,3450,0.42857142857142855,0.2857142857142857
telecom,10,912,0.5,0.5
telecom,6,3279,0.5,0.42857142857142855
telecom,2,184,0.6428571428571429,0.2857142857142857
telecom,10,2143,0.42857142857142855,0.5714285714285714
telecom,9,5,0.5,0.2857142857142857
telecom,2,4208,0.35714285714285715,0.6428571428571429
telecom,8,3069,0.5714285714285714,0.42857142857142855
telecom,11,678,0.42857142857142855,0.5
telecom,3,1126,0.35714285714285715,0.5
telecom,9,3168,0.5714285714285714,0.6428571428571429
telecom,6,5502,0.5,0.5714285714285714
telecom,6,2054,0.5,0.21428571428571427
telecom,0,1460,0.5,0.5
telecom,1,42,0.35714285714285715,0.42857142857142855
telecom,1,713,0.5714285714285714,0.5714285714285714
telecom,5,1493,0.5,0.21428571428571427
telecom,7,4279,0.5714285714285714,0.5714285714285714
telecom,4,4083,0.42857142857142855,0.5
telecom,7,5225,0.6428571428571429,0.2857142857142857
telecom,8,4458,0.35714285714285715,0.5714285714285714
telecom,6,2889,0.2857142857142857,0.35714285714285715
telecom,5,4638,0.35714285714285715,0.35714285714285715
telecom,8,3627,0.5,0.5714285714285714
telecom,2,2640,0.21428571428571427,0.42857142857142855
telecom,5,1500,0.5,0.6428571428571429
telecom,2,2439,0.21428571428571427,0.2857142857142857
telecom,10,783,0.6428571428571429,0.35714285714285715
telecom,3,2374,0.35714285714285715,0.42857142857142855
telecom,11,2917,0.5714285714285714,0.42857142857142855
telecom,6,4877,0.5714285714285714,0.5
telecom,9,4719,0.35714285714285715,0.42857142857142855
telecom,6,3164,0.2857142857142857,0.35714285714285715
telecom,0,3152,0.42857142857142855,0.21428571428571427
telecom,11,1709,0.5,0.5
telecom,8,4673,0.8571428571428571,0.35714285714285715
telecom,0,5315,0.7142857142857143,0.21428571428571427
telecom,6,1941,0.5714285714285714,0.6428571428571429
telecom,7,5526,0.2857142857142857,0.42857142857142855
telecom,6,3504,0.5,0.5714285714285714
telecom,9,4968,0.5714285714285714,0.42857142857142855
telecom,5,4127,0.5714285714285714,0.2857142857142857
telecom,6,1784,0.5714285714285714,0.42857142857142855
telecom,7,4817,0.42857142857142855,0.5
telecom,5,1454,0.42857142857142855,0.5714285714285714
telecom,1,3366,0.6428571428571429,0.5
telecom,11,691,0.5,0.35714285714285715
telecom,0,4611,0.42857142857142855,0.5714285714285714
telecom,1,85,0.35714285714285715,0.35714285714285715
telecom,1,2668,0.5,0.7142857142857143
telecom,1,2111,0.6428571428571429,0.2857142857142857
telecom,10,1608,0.7142857142857143,0.8571428571428571
telecom,8,802,0.2857142857142857,0.6428571428571429
telecom,0,2974,0.35714285714285715,0.35714285714285715
