method,domain,repetition,budget,produced,valid,validity_rate,unique,unique_rate,duplicates,branch_coverage,elapsed_s,objects_per_s,uniform_bugs,uniform_first,rare_branch_bugs,rare_branch_first,boundary_bugs,boundary_first,clustered_bugs,clustered_first,interaction_bugs,interaction_first,source_budget,source_elapsed_s,source_objects_per_s
quickcheck,dependent_record,18,1000,1000,1000,1.0,591,0.591,409,1.0,0.000223852,4467237.281775459,5,249,16,8,20,21,1,194,9,44,1000,0.000223852,4467237.281775459
quickcheck,dependent_record,19,100,100,100,1.0,92,0.92,8,1.0,0.000230461,433912.89632519166,1,18,14,1,5,12,0,101,4,29,1000,0.000230461,4339128.963251917
quickcheck,dependent_record,19,500,500,500,1.0,340,0.68,160,1.0,0.000230461,2169564.4816259583,3,18,16,1,15,12,1,284,7,29,1000,0.000230461,4339128.963251917
quickcheck,dependent_record,19,1000,1000,1000,1.0,613,0.613,387,1.0,0.000230461,4339128.963251917,5,18,16,1,21,12,3,284,10,29,1000,0.000230461,4339128.963251917
quickcheck,imbalanced_choice,0,100,100,100,1.0,68,0.68,32,1.0,0.000355397,281375.47587627353,1,9,2,6,15,3,0,101,2,6,1000,0.000355397,2813754.7587627354
quickcheck,imbalanced_choice,0,500,500,500,1.0,236,0.472,264,1.0,0.000355397,1406877.3793813677,3,9,2,6,18,3,3,212,6,6,1000,0.000355397,2813754.7587627354
quickcheck,imbalanced_choice,0,1000,1000,1000,1.0,422,0.422,578,1.0,0.000355397,2813754.7587627354,5,9,2,6,24,3,4,212,9,6,1000,0.000355397,2813754.7587627354
quickcheck,imbalanced_choice,1,100,100,100,1.0,55,0.55,45,1.0,0.00017544,569995.4400364797,1,2,2,1,14,1,0,101,1,4,1000,0.00017544,5699954.400364798
quickcheck,imbalanced_choice,1,500,500,500,1.0,227,0.454,273,1.0,0.00017544,2849977.200182399,2,2,2,1,18,1,2,231,5,4,1000,0.00017544,5699954.400364798
quickcheck,imbalanced_choice,1,1000,1000,1000,1.0,400,0.4,600,1.0,0.00017544,5699954.400364798,5,2,2,1,22,1,4,231,7,4,1000,0.00017544,5699954.400364798
quickcheck,imbalanced_choice,2,100,100,100,1.0,65,0.65,35,1.0,0.000187468,533424.3710926665,2,47,2,1,8,1,0,101,1,1,1000,0.000187468,5334243.710926665
quickcheck,imbalanced_choice,2,500,500,500,1.0,231,0.462,269,1.0,0.000187468,2667121.8554633325,2,47,2,1,17,1,1,176,3,1,1000,0.000187468,5334243.710926665
quickcheck,imbalanced_choice,2,1000,1000,1000,1.0,414,0.414,586,1.0,0.000187468,5334243.710926665,3,47,2,1,18,1,5,176,7,1,1000,0.000187468,5334243.710926665
quickcheck,imbalanced_choice,3,100,100,100,1.0,65,0.65,35,1.0,0.000172896,578382.3801591708,2,29,2,4,10,4,1,56,3,4,1000,0.000172896,5783823.801591708
quickcheck,imbalanced_choice,3,500,500,500,1.0,237,0.474,263,1.0,0.000172896,2891911.900795854,3,29,2,4,20,4,1,56,4,4,1000,0.000172896,5783823.801591708
quickcheck,imbalanced_choice,3,1000,1000,1000,1.0,401,0.401,599,1.0,0.000172896,5783823.801591708,4,29,2,4,22,4,4,56,6,4,1000,0.000172896,5783823.801591708
quickcheck,imbalanced_choice,4,100,100,100,1.0,63,0.63,37,1.0,0.000172265,580500.9723391286,2,20,2,1,12,1,2,7,1,8,1000,0.000172265,5805009.723391286
quickcheck,imbalanced_choice,4,500,500,500,1.0,237,0.474,263,1.0,0.000172265,2902504.861695643,3,20,2,1,17,1,5,7,4,8,1000,0.000172265,5805009.723391286
quickcheck,imbalanced_choice,4,1000,1000,1000,1.0,408,0.408,592,1.0,0.000172265,5805009.723391286,6,20,2,1,23,1,7,7,7,8,1000,0.000172265,5805009.723391286
quickcheck,imbalanced_choice,5,100,100,100,1.0,60,0.6,40,1.0,0.00023633,423137.13874666777,1,41,2,7,10,1,0,101,1,7,1000,0.00023633,4231371.387466677
quickcheck,imbalanced_choice,5,500,500,500,1.0,238,0.476,262,1.0,0.00023633,2115685.6937333387,2,41,2,7,18,1,3,247,5,7,1000,0.00023633,4231371.387466677
quickcheck,imbalanced_choice,5,1000,1000,1000,1.0,412,0.412,588,1.0,0.00023633,4231371.387466677,4,41,2,7,21,1,5,247,9,7,1000,0.00023633,4231371.387466677
quickcheck,imbalanced_choice,6,100,100,100,1.0,70,0.7,30,1.0,0.000171915,581682.8083645988,2,36,2,1,11,1,0,101,1,1,1000,0.000171915,5816828.083645988
quickcheck,imbalanced_choice,6,500,500,500,1.0,227,0.454,273,1.0,0.000171915,2908414.041822994,4,36,2,1,19,1,3,164,4,1,1000,0.000171915,5816828.083645988
quickcheck,imbalanced_choice,6,1000,1000,1000,1.0,396,0.396,604,1.0,0.000171915,5816828.083645988,5,36,2,1,24,1,5,164,6,1,1000,0.000171915,5816828.083645988
quickcheck,imbalanced_choice,7,100,100,100,1.0,63,0.63,37,1.0,0.000177142,564518.8605751318,1,74,2,3,11,3,1,100,3,3,1000,0.000177142,5645188.605751318
quickcheck,imbalanced_choice,7,500,500,500,1.0,252,0.504,248,1.0,0.000177142,2822594.302875659,4,74,2,3,21,3,3,100,5,3,1000,0.000177142,5645188.605751318
quickcheck,imbalanced_choice,7,1000,1000,1000,1.0,434,0.434,566,1.0,0.000177142,5645188.605751318,5,74,2,3,27,3,5,100,10,3,1000,0.000177142,5645188.605751318
quickcheck,imbalanced_choice,8,100,100,100,1.0,67,0.67,33,1.0,0.00018919,528569.1632750145,2,43,2,2,9,2,0,101,2,2,1000,0.00018919,5285691.632750145
quickcheck,imbalanced_choice,8,500,500,500,1.0,265,0.53,235,1.0,0.00018919,2642845.8163750726,4,43,2,2,18,2,0,501,4,2,1000,0.00018919,5285691.632750145
quickcheck,imbalanced_choice,8,1000,1000,1000,1.0,451,0.451,549,1.0,0.00018919,5285691.632750145,5,43,2,2,24,2,0,1001,6,2,1000,0.00018919,5285691.632750145
quickcheck,imbalanced_choice,9,100,100,100,1.0,57,0.57,43,1.0,0.000174088,574422.1313358761,1,16,2,2,10,2,0,101,1,2,1000,0.000174088,5744221.313358761
quickcheck,imbalanced_choice,9,500,500,500,1.0,247,0.494,253,1.0,0.000174088,2872110.6566793807,2,16,2,2,20,2,3,193,4,2,1000,0.000174088,5744221.313358761
quickcheck,imbalanced_choice,9,1000,1000,1000,1.0,419,0.419,581,1.0,0.000174088,5744221.313358761,3,16,2,2,23,2,4,193,7,2,1000,0.000174088,5744221.313358761
quickcheck,imbalanced_choice,10,100,100,100,1.0,57,0.57,43,1.0,0.000218795,457048.83566809114,1,19,2,2,16,2,0,101,4,6,1000,0.000218795,4570488.356680911
quickcheck,imbalanced_choice,10,500,500,500,1.0,223,0.446,277,1.0,0.000218795,2285244.1783404555,4,19,2,2,21,2,0,501,5,6,1000,0.000218795,4570488.356680911
quickcheck,imbalanced_choice,10,1000,1000,1000,1.0,382,0.382,618,1.0,0.000218795,4570488.356680911,7,19,2,2,24,2,2,784,5,6,1000,0.000218795,4570488.356680911
quickcheck,imbalanced_choice,11,100,100,100,1.0,59,0.59,41,1.0,0.000185475,539156.2205148942,2,38,2,11,12,2,0,101,2,11,1000,0.000185475,5391562.205148942
quickcheck,imbalanced_choice,11,500,500,500,1.0,237,0.474,263,1.0,0.000185475,2695781.102574471,3,38,2,11,19,2,1,462,7,11,1000,0.000185475,5391562.205148942
quickcheck,imbalanced_choice,11,1000,1000,1000,1.0,402,0.402,598,1.0,0.000185475,5391562.205148942,4,38,2,11,24,2,2,462,10,11,1000,0.000185475,5391562.205148942
quickcheck,imbalanced_choice,12,100,100,100,1.0,69,0.69,31,1.0,0.000174299,573726.7568947613,1,95,2,2,16,1,0,101,2,7,1000,0.000174299,5737267.568947613
quickcheck,imbalanced_choice,12,500,500,500,1.0,232,0.464,268,1.0,0.000174299,2868633.7844738066,2,95,2,2,22,1,0,501,3,7,1000,0.000174299,5737267.568947613
quickcheck,imbalanced_choice,12,1000,1000,1000,1.0,403,0.403,597,1.0,0.000174299,5737267.568947613,6,95,2,2,27,1,3,519,6,7,1000,0.000174299,5737267.568947613
quickcheck,imbalanced_choice,13,100,100,100,1.0,65,0.65,35,1.0,0.000175109,571072.8746095289,1,40,2,1,12,1,0,101,2,1,1000,0.000175109,5710728.746095289
quickcheck,imbalanced_choice,13,500,500,500,1.0,245,0.49,255,1.0,0.000175109,2855364.3730476443,5,40,2,1,19,1,1,279,4,1,1000,0.000175109,5710728.746095289
quickcheck,imbalanced_choice,13,1000,1000,1000,1.0,420,0.42,580,1.0,0.000175109,5710728.746095289,6,40,2,1,23,1,3,279,7,1,1000,0.000175109,5710728.746095289
quickcheck,imbalanced_choice,14,100,100,100,1.0,67,0.67,33,1.0,0.000186436,536377.0945525542,1,51,2,1,11,1,1,95,2,1,1000,0.000186436,5363770.945525542
quickcheck,imbalanced_choice,14,500,500,500,1.0,254,0.508,246,1.0,0.000186436,2681885.472762771,4,51,2,1,19,1,4,95,3,1,1000,0.000186436,5363770.945525542
quickcheck,imbalanced_choice,14,1000,1000,1000,1.0,426,0.426,574,1.0,0.000186436,5363770.945525542,6,51,2,1,28,1,8,95,5,1,1000,0.000186436,5363770.945525542
quickcheck,imbalanced_choice,15,100,100,100,1.0,60,0.6,40,1.0,0.00022247,449498.8088281566,2,4,2,13,9,2,0,101,3,23,1000,0.00022247,4494988.088281566
quickcheck,imbalanced_choice,15,500,500,500,1.0,218,0.436,282,1.0,0.00022247,2247494.044140783,5,4,2,13,23,2,0,501,5,23,1000,0.00022247,4494988.088281566
quickcheck,imbalanced_choice,15,1000,1000,1000,1.0,403,0.403,597,1.0,0.00022247,4494988.088281566,6,4,2,13,26,2,1,657,8,23,1000,0.00022247,4494988.088281566
quickcheck,imbalanced_choice,16,100,100,100,1.0,59,0.59,41,1.0,0.000176021,568114.0318484727,1,26,2,2,13,2,0,101,2,18,1000,0.000176021,5681140.318484726
quickcheck,imbalanced_choice,16,500,500,500,1.0,233,0.466,267,1.0,0.000176021,2840570.159242363,5,26,2,2,21,2,2,324,4,18,1000,0.000176021,5681140.318484726
quickcheck,imbalanced_choice,16,1000,1000,1000,1.0,409,0.409,591,1.0,0.000176021,5681140.318484726,7,26,2,2,27,2,5,324,5,18,1000,0.000176021,5681140.318484726
quickcheck,imbalanced_choice,17,100,100,100,1.0,55,0.55,45,1.0,0.000186556,536032.0761594374,1,41,2,6,9,4,0,101,2,10,1000,0.000186556,5360320.761594374
quickcheck,imbalanced_choice,17,500,500,500,1.0,239,0.478,261,1.0,0.000186556,2680160.380797187,3,41,2,6,21,4,0,501,6,10,1000,0.000186556,5360320.761594374
quickcheck,imbalanced_choice,17,1000,1000,1000,1.0,413,0.413,587,1.0,0.000186556,5360320.761594374,4,41,2,6,26,4,1,745,8,10,1000,0.000186556,5360320.761594374
quickcheck,imbalanced_choice,18,100,100,100,1.0,64,0.64,36,1.0,0.000174509,573036.3476955344,1,49,2,1,12,1,1,77,1,1,1000,0.000174509,5730363.476955344
quickcheck,imbalanced_choice,18,500,500,500,1.0,253,0.506,247,1.0,0.000174509,2865181.738477672,4,49,2,1,20,1,1,77,5,1,1000,0.000174509,5730363.476955344
quickcheck,imbalanced_choice,18,1000,1000,1000,1.0,416,0.416,584,1.0,0.000174509,5730363.476955344,6,49,2,1,26,1,4,77,8,1,1000,0.000174509,5730363.476955344
quickcheck,imbalanced_choice,19,100,100,100,1.0,68,0.68,32,1.0,0.000174179,574122.0238949587,2,18,2,2,13,2,0,101,1,2,1000,0.000174179,5741220.238949587
quickcheck,imbalanced_choice,19,500,500,500,1.0,237,0.474,263,1.0,0.000174179,2870610.1194747933,4,18,2,2,20,2,3,207,4,2,1000,0.000174179,5741220.238949587
quickcheck,imbalanced_choice,19,1000,1000,1000,1.0,418,0.418,582,1.0,0.000174179,5741220.238949587,4,18,2,2,24,2,4,207,6,2,1000,0.000174179,5741220.238949587
quickcheck,protocol_message,0,100,100,100,1.0,67,0.67,33,1.0,0.000193396,517073.776086372,1,38,8,4,7,17,0,101,1,96,1000,0.000193396,5170737.7608637195
quickcheck,protocol_message,0,500,500,500,1.0,202,0.404,298,1.0,0.000193396,2585368.8804318598,7,38,8,4,14,17,3,230,5,96,1000,0.000193396,5170737.7608637195
quickcheck,protocol_message,0,1000,1000,1000,1.0,300,0.3,700,1.0,0.000193396,5170737.7608637195,13,38,8,4,14,17,6,230,9,96,1000,0.000193396,5170737.7608637195
quickcheck,protocol_message,1,100,100,100,1.0,68,0.68,32,1.0,0.000175811,568792.6238972533,2,15,7,5,8,4,0,101,0,101,1000,0.000175811,5687926.238972533
quickcheck,protocol_message,1,500,500,500,1.0,202,0.404,298,1.0,0.000175811,2843963.1194862663,7,15,8,5,13,4,2,195,4,142,1000,0.000175811,5687926.238972533
quickcheck,protocol_message,1,1000,1000,1000,1.0,310,0.31,690,1.0,0.000175811,5687926.238972533,10,15,8,5,14,4,7,195,6,142,1000,0.000175811,5687926.238972533
quickcheck,protocol_message,2,100,100,100,1.0,61,0.61,39,1.0,0.000173918,574983.6129670304,1,30,7,2,8,1,0,101,2,6,1000,0.000173918,5749836.129670304
quickcheck,protocol_message,2,500,500,500,1.0,194,0.388,306,1.0,0.000173918,2874918.064835152,6,30,8,2,9,1,4,128,6,6,1000,0.000173918,5749836.129670304
quickcheck,protocol_message,2,1000,1000,1000,1.0,303,0.303,697,1.0,0.000173918,5749836.129670304,12,30,8,2,10,1,8,128,7,6,1000,0.000173918,5749836.129670304
quickcheck,protocol_message,3,100,100,100,1.0,64,0.64,36,1.0,0.000203382,491685.59656213433,4,33,8,1,8,4,2,14,4,8,1000,0.000203382,4916855.965621343
quickcheck,protocol_message,3,500,500,500,1.0,186,0.372,314,1.0,0.000203382,2458427.9828106714,8,33,8,1,13,4,3,14,5,8,1000,0.000203382,4916855.965621343
quickcheck,protocol_message,3,1000,1000,1000,1.0,312,0.312,688,1.0,0.000203382,4916855.965621343,10,33,8,1,15,4,8,14,9,8,1000,0.000203382,4916855.965621343
quickcheck,protocol_message,4,100,100,100,1.0,63,0.63,37,1.0,0.000223271,447886.20107403107,2,46,7,3,7,1,0,101,1,21,1000,0.000223271,4478862.010740311
quickcheck,protocol_message,4,500,500,500,1.0,195,0.39,305,1.0,0.000223271,2239431.0053701554,7,46,8,3,14,1,1,185,4,21,1000,0.000223271,4478862.010740311
quickcheck,protocol_message,4,1000,1000,1000,1.0,312,0.312,688,1.0,0.000223271,4478862.010740311,13,46,8,3,16,1,4,185,6,21,1000,0.000223271,4478862.010740311
quickcheck,protocol_message,5,100,100,100,1.0,72,0.72,28,1.0,0.000199436,501413.98744459375,3,3,8,6,7,7,0,101,3,7,1000,0.000199436,5014139.874445938
quickcheck,protocol_message,5,500,500,500,1.0,201,0.402,299,1.0,0.000199436,2507069.937222969,10,3,8,6,10,7,2,144,6,7,1000,0.000199436,5014139.874445938
quickcheck,protocol_message,5,1000,1000,1000,1.0,304,0.304,696,1.0,0.000199436,5014139.874445938,12,3,8,6,12,7,6,144,8,7,1000,0.000199436,5014139.874445938
quickcheck,protocol_message,6,100,100,100,1.0,68,0.68,32,1.0,0.00021556,463907.96066060493,2,53,8,3,7,4,1,49,2,26,1000,0.00021556,4639079.606606049
quickcheck,protocol_message,6,500,500,500,1.0,202,0.404,298,1.0,0.00021556,2319539.8033030247,7,53,8,3,12,4,5,49,7,26,1000,0.00021556,4639079.606606049
quickcheck,protocol_message,6,1000,1000,1000,1.0,318,0.318,682,1.0,0.00021556,4639079.606606049,10,53,8,3,12,4,9,49,10,26,1000,0.00021556,4639079.606606049
quickcheck,protocol_message,7,100,100,100,1.0,63,0.63,37,1.0,0.00018238,548305.735277991,4,49,7,1,8,6,0,101,2,50,1000,0.00018238,5483057.35277991
quickcheck,protocol_message,7,500,500,500,1.0,186,0.372,314,1.0,0.00018238,2741528.676389955,6,49,8,1,12,6,3,109,4,50,1000,0.00018238,5483057.35277991
quickcheck,protocol_message,7,1000,1000,1000,1.0,296,0.296,704,1.0,0.00018238,5483057.35277991,9,49,8,1,14,6,3,109,7,50,1000,0.00018238,5483057.35277991
quickcheck,protocol_message,8,100,100,100,1.0,60,0.6,40,1.0,0.000171474,583178.7909537306,2,61,7,1,9,2,0,101,3,4,1000,0.000171474,5831787.909537306
quickcheck,protocol_message,8,500,500,500,1.0,168,0.336,332,1.0,0.000171474,2915893.954768653,7,61,8,1,10,2,5,145,4,4,1000,0.000171474,5831787.909537306
quickcheck,protocol_message,8,1000,1000,1000,1.0,290,0.29,710,1.0,0.000171474,5831787.909537306,9,61,8,1,13,2,7,145,11,4,1000,0.000171474,5831787.909537306
quickcheck,protocol_message,9,100,100,100,1.0,66,0.66,34,1.0,0.000154018,649274.7600929762,3,18,8,1,7,2,3,13,1,2,1000,0.000154018,6492747.600929762
quickcheck,protocol_message,9,500,500,500,1.0,203,0.406,297,1.0,0.000154018,3246373.800464881,9,18,8,1,17,2,9,13,3,2,1000,0.000154018,6492747.600929762
quickcheck,protocol_message,9,1000,1000,1000,1.0,314,0.314,686,1.0,0.000154018,6492747.600929762,12,18,8,1,19,2,12,13,7,2,1000,0.000154018,6492747.600929762
quickcheck,protocol_message,10,100,100,100,1.0,69,0.69,31,1.0,0.000156462,639132.8245836049,1,34,6,4,7,2,2,16,1,22,1000,0.000156462,6391328.245836049
quickcheck,protocol_message,10,500,500,500,1.0,215,0.43,285,1.0,0.000156462,3195664.1229180247,5,34,8,4,12,2,6,16,6,22,1000,0.000156462,6391328.245836049
quickcheck,protocol_message,10,1000,1000,1000,1.0,333,0.333,667,1.0,0.000156462,6391328.245836049,7,34,8,4,16,2,8,16,9,22,1000,0.000156462,6391328.245836049
quickcheck,protocol_message,11,100,100,100,1.0,78,0.78,22,1.0,0.000168139,594746.0137148431,3,29,7,1,7,16,1,69,5,4,1000,0.000168139,5947460.137148431
quickcheck,protocol_message,11,500,500,500,1.0,193,0.386,307,1.0,0.000168139,2973730.0685742153,5,29,8,1,13,16,3,69,6,4,1000,0.000168139,5947460.137148431
quickcheck,protocol_message,11,1000,1000,1000,1.0,313,0.313,687,1.0,0.000168139,5947460.137148431,9,29,8,1,18,16,9,69,7,4,1000,0.000168139,5947460.137148431
quickcheck,protocol_message,12,100,100,100,1.0,74,0.74,26,1.0,0.000161379,619659.3113106415,2,85,8,3,7,2,1,9,1,43,1000,0.000161379,6196593.113106415
quickcheck,protocol_message,12,500,500,500,1.0,196,0.392,304,1.0,0.000161379,3098296.5565532073,5,85,8,3,11,2,5,9,6,43,1000,0.000161379,6196593.113106415
quickcheck,protocol_message,12,1000,1000,1000,1.0,320,0.32,680,1.0,0.000161379,6196593.113106415,10,85,8,3,14,2,7,9,10,43,1000,0.000161379,6196593.113106415
quickcheck,protocol_message,13,100,100,100,1.0,58,0.58,42,1.0,0.000206406,484482.04025076795,0,101,8,12,6,2,1,55,1,21,1000,0.000206406,4844820.40250768
quickcheck,protocol_message,13,500,500,500,1.0,190,0.38,310,1.0,0.000206406,2422410.20125384,6,165,8,12,10,2,3,55,5,21,1000,0.000206406,4844820.40250768
quickcheck,protocol_message,13,1000,1000,1000,1.0,300,0.3,700,1.0,0.000206406,4844820.40250768,8,165,8,12,11,2,7,55,8,21,1000,0.000206406,4844820.40250768
quickcheck,protocol_message,14,100,100,100,1.0,60,0.6,40,1.0,0.000157253,635917.9157154395,4,27,8,6,5,1,0,101,1,23,1000,0.000157253,6359179.157154394
quickcheck,protocol_message,14,500,500,500,1.0,193,0.386,307,1.0,0.000157253,3179589.578577197,5,27,8,6,10,1,1,239,2,23,1000,0.000157253,6359179.157154394
quickcheck,protocol_message,14,1000,1000,1000,1.0,303,0.303,697,1.0,0.000157253,6359179.157154394,6,27,8,6,10,1,4,239,5,23,1000,0.000157253,6359179.157154394
quickcheck,protocol_message,15,100,100,100,1.0,65,0.65,35,1.0,0.000156802,637746.9675131695,1,64,8,5,8,40,0,101,2,44,1000,0.000156802,6377469.675131695
quickcheck,protocol_message,15,500,500,500,1.0,209,0.418,291,1.0,0.000156802,3188734.8375658477,2,64,8,5,13,40,4,263,4,44,1000,0.000156802,6377469.675131695
quickcheck,protocol_message,15,1000,1000,1000,1.0,326,0.326,674,1.0,0.000156802,6377469.675131695,8,64,8,5,13,40,6,263,8,44,1000,0.000156802,6377469.675131695
quickcheck,protocol_message,16,100,100,100,1.0,69,0.69,31,1.0,0.000163382,612062.5283078919,2,40,8,6,9,2,0,101,1,59,1000,0.000163382,6120625.283078919
quickcheck,protocol_message,16,500,500,500,1.0,196,0.392,304,1.0,0.000163382,3060312.6415394596,6,40,8,6,14,2,2,427,3,59,1000,0.000163382,6120625.283078919
quickcheck,protocol_message,16,1000,1000,1000,1.0,329,0.329,671,1.0,0.000163382,6120625.283078919,11,40,8,6,16,2,7,427,6,59,1000,0.000163382,6120625.283078919
quickcheck,protocol_message,17,100,100,100,1.0,63,0.63,37,1.0,0.000152506,655711.9064167967,2,35,7,5,9,7,1,80,3,14,1000,0.000152506,6557119.064167967
quickcheck,protocol_message,17,500,500,500,1.0,190,0.38,310,1.0,0.000152506,3278559.5320839835,8,35,8,5,12,7,5,80,8,14,1000,0.000152506,6557119.064167967
quickcheck,protocol_message,17,1000,1000,1000,1.0,291,0.291,709,1.0,0.000152506,6557119.064167967,11,35,8,5,14,7,10,80,11,14,1000,0.000152506,6557119.064167967
quickcheck,protocol_message,18,100,100,100,1.0,62,0.62,38,1.0,0.00015508,644828.4756254836,2,68,8,8,9,5,2,33,2,21,1000,0.00015508,6448284.756254836
quickcheck,protocol_message,18,500,500,500,1.0,189,0.378,311,1.0,0.00015508,3224142.378127418,8,68,8,8,16,5,4,33,6,21,1000,0.00015508,6448284.756254836
quickcheck,protocol_message,18,1000,1000,1000,1.0,308,0.308,692,1.0,0.00015508,6448284.756254836,14,68,8,8,18,5,4,33,8,21,1000,0.00015508,6448284.756254836
quickcheck,protocol_message,19,100,100,100,1.0,72,0.72,28,1.0,0.000153307,652285.9360629326,3,9,8,1,8,10,1,21,4,5,1000,0.000153307,6522859.360629326
quickcheck,protocol_message,19,500,500,500,1.0,190,0.38,310,1.0,0.000153307,3261429.680314663,5,9,8,1,13,10,4,21,9,5,1000,0.000153307,6522859.360629326
quickcheck,protocol_message,19,1000,1000,1000,1.0,298,0.298,702,1.0,0.000153307,6522859.360629326,7,9,8,1,14,10,7,21,15,5,1000,0.000153307,6522859.360629326
smallcheck,action_space,0,100,100,100,1.0,100,1.0,0,1.0,2.3630000001162443e-06,42319085.90566257,0,101,11,8,28,1,0,101,2,1,1000,2.3630000001162443e-06,423190859.05662566
smallcheck,action_space,0,500,500,500,1.0,500,1.0,0,1.0,2.3630000001162443e-06,211595429.52831283,2,146,32,8,32,1,0,501,8,1,1000,2.3630000001162443e-06,423190859.05662566
smallcheck,action_space,0,1000,1000,1000,1.0,1000,1.0,0,1.0,2.3630000001162443e-06,423190859.05662566,10,146,32,8,32,1,0,1001,18,1,1000,2.3630000001162443e-06,423190859.05662566
smallcheck,action_space,1,100,100,100,1.0,100,1.0,0,1.0,2.524000002779303e-06,39619651.30344096,0,101,11,8,28,1,0,101,2,1,1000,2.524000002779303e-06,396196513.0344096
smallcheck,action_space,1,500,500,500,1.0,500,1.0,0,1.0,2.524000002779303e-06,198098256.5172048,2,146,32,8,32,1,0,501,8,1,1000,2.524000002779303e-06,396196513.0344096
smallcheck,action_space,1,1000,1000,1000,1.0,1000,1.0,0,1.0,2.524000002779303e-06,396196513.0344096,10,146,32,8,32,1,0,1001,18,1,1000,2.524000002779303e-06,396196513.0344096
smallcheck,action_space,2,100,100,100,1.0,100,1.0,0,1.0,2.072999997437819e-06,48239266.82276785,0,101,11,8,28,1,0,101,2,1,1000,2.072999997437819e-06,482392668.2276784
smallcheck,action_space,2,500,500,500,1.0,500,1.0,0,1.0,2.072999997437819e-06,241196334.1138392,2,146,32,8,32,1,0,501,8,1,1000,2.072999997437819e-06,482392668.2276784
smallcheck,action_space,2,1000,1000,1000,1.0,1000,1.0,0,1.0,2.072999997437819e-06,482392668.2276784,10,146,32,8,32,1,0,1001,18,1,1000,2.072999997437819e-06,482392668.2276784
smallcheck,action_space,3,100,100,100,1.0,100,1.0,0,1.0,1.8429999997238156e-06,54259359.747686155,0,101,11,8,28,1,0,101,2,1,1000,1.8429999997238156e-06,542593597.4768616
smallcheck,action_space,3,500,500,500,1.0,500,1.0,0,1.0,1.8429999997238156e-06,271296798.7384308,2,146,32,8,32,1,0,501,8,1,1000,1.8429999997238156e-06,542593597.4768616
smallcheck,action_space,3,1000,1000,1000,1.0,1000,1.0,0,1.0,1.8429999997238156e-06,542593597.4768616,10,146,32,8,32,1,0,1001,18,1,1000,1.8429999997238156e-06,542593597.4768616
smallcheck,action_space,4,100,100,100,1.0,100,1.0,0,1.0,1.922999999237618e-06,52002080.10381979,0,101,11,8,28,1,0,101,2,1,1000,1.922999999237618e-06,520020801.0381979
smallcheck,action_space,4,500,500,500,1.0,500,1.0,0,1.0,1.922999999237618e-06,260010400.51909894,2,146,32,8,32,1,0,501,8,1,1000,1.922999999237618e-06,520020801.0381979
smallcheck,action_space,4,1000,1000,1000,1.0,1000,1.0,0,1.0,1.922999999237618e-06,520020801.0381979,10,146,32,8,32,1,0,1001,18,1,1000,1.922999999237618e-06,520020801.0381979
smallcheck,action_space,5,100,100,100,1.0,100,1.0,0,1.0,2.283000000602442e-06,43802014.88112651,0,101,11,8,28,1,0,101,2,1,1000,2.283000000602442e-06,438020148.8112651
smallcheck,action_space,5,500,500,500,1.0,500,1.0,0,1.0,2.283000000602442e-06,219010074.40563256,2,146,32,8,32,1,0,501,8,1,1000,2.283000000602442e-06,438020148.8112651
smallcheck,action_space,5,1000,1000,1000,1.0,1000,1.0,0,1.0,2.283000000602442e-06,438020148.8112651,10,146,32,8,32,1,0,1001,18,1,1000,2.283000000602442e-06,438020148.8112651
smallcheck,action_space,6,100,100,100,1.0,100,1.0,0,1.0,1.7330000048332295e-06,57703404.339934334,0,101,11,8,28,1,0,101,2,1,1000,1.7330000048332295e-06,577034043.3993434
smallcheck,action_space,6,500,500,500,1.0,500,1.0,0,1.0,1.7330000048332295e-06,288517021.6996717,2,146,32,8,32,1,0,501,8,1,1000,1.7330000048332295e-06,577034043.3993434
smallcheck,action_space,6,1000,1000,1000,1.0,1000,1.0,0,1.0,1.7330000048332295e-06,577034043.3993434,10,146,32,8,32,1,0,1001,18,1,1000,1.7330000048332295e-06,577034043.3993434
smallcheck,action_space,7,100,100,100,1.0,100,1.0,0,1.0,2.5029999974890416e-06,39952057.571041934,0,101,11,8,28,1,0,101,2,1,1000,2.5029999974890416e-06,399520575.7104193
smallcheck,action_space,7,500,500,500,1.0,500,1.0,0,1.0,2.5029999974890416e-06,199760287.85520965,2,146,32,8,32,1,0,501,8,1,1000,2.5029999974890416e-06,399520575.7104193
smallcheck,action_space,7,1000,1000,1000,1.0,1000,1.0,0,1.0,2.5029999974890416e-06,399520575.7104193,10,146,32,8,32,1,0,1001,18,1,1000,2.5029999974890416e-06,399520575.7104193
smallcheck,action_space,8,100,100,100,1.0,100,1.0,0,1.0,1.8530000005512193e-06,53966540.72868462,0,101,11,8,28,1,0,101,2,1,1000,1.8530000005512193e-06,539665407.2868462
smallcheck,action_space,8,500,500,500,1.0,500,1.0,0,1.0,1.8530000005512193e-06,269832703.6434231,2,146,32,8,32,1,0,501,8,1,1000,1.8530000005512193e-06,539665407.2868462
smallcheck,action_space,8,1000,1000,1000,1.0,1000,1.0,0,1.0,1.8530000005512193e-06,539665407.2868462,10,146,32,8,32,1,0,1001,18,1,1000,1.8530000005512193e-06,539665407.2868462
